"Statistic","Year","County","UNIT","VALUE"
"Births within Marriage","2001","Carlow","Number","500"
"Births within Marriage","2001","Kildare","Number","2230"
"Births within Marriage","2001","Kilkenny","Number","822"
"Births within Marriage","2001","Laois","Number","589"
"Births within Marriage","2001","Longford","Number","349"
"Births within Marriage","2001","Louth","Number","1067"
"Births within Marriage","2001","Meath","Number","1718"
"Births within Marriage","2001","Offaly","Number","662"
"Births within Marriage","2001","Westmeath","Number","816"
"Births within Marriage","2001","Wexford","Number","1119"
"Births within Marriage","2001","Waterford County","Number","574"
"Births within Marriage","2001","Waterford City","Number","443"
"Births within Marriage","2001","Clare","Number","1120"
"Births within Marriage","2001","Cork City","Number","845"
"Births within Marriage","2001","Cork County","Number","3647"
"Births within Marriage","2001","Kerry","Number","1212"
"Births within Marriage","2001","Limerick City","Number","377"
"Births within Marriage","2001","Limerick County","Number","1229"
"Births within Marriage","2001","North Tipperary","Number","619"
"Births within Marriage","2001","South Tipperary","Number","725"
"Births within Marriage","2001","Tipperary","Number",""
"Births within Marriage","2001","Galway City","Number","606"
"Births within Marriage","2001","Leitrim","Number","234"
"Births within Marriage","2001","Mayo","Number","1192"
"Births within Marriage","2001","Roscommon","Number","456"
"Births within Marriage","2001","Sligo","Number","563"
"Births within Marriage","2001","Galway County","Number","1634"
"Births within Marriage","2001","Cavan","Number","569"
"Births within Marriage","2001","Donegal","Number","1337"
"Births within Marriage","2001","Monaghan","Number","465"
"Births within Marriage","2001","Outside the State","Number",""
"Births within Marriage","2002","State","Number","41624"
"Births within Marriage","2002","Dublin City","Number","3808"
"Births within Marriage","2002","Fingal","Number","2773"
"Births within Marriage","2002","Dun Laoghaire Rathdown","Number","1730"
"Births within Marriage","2002","South Dublin","Number","2795"
"Births within Marriage","2002","Wicklow","Number","1281"
"Births within Marriage","2002","Carlow","Number","518"
"Births within Marriage","2002","Kildare","Number","2405"
"Births within Marriage","2002","Kilkenny","Number","800"
"Births within Marriage","2002","Laois","Number","657"
"Births within Marriage","2002","Longford","Number","405"
"Births within Marriage","2002","Louth","Number","1112"
"Births within Marriage","2002","Meath","Number","1763"
"Births within Marriage","2002","Offaly","Number","704"
"Births within Marriage","2002","Westmeath","Number","825"
"Births within Marriage","2002","Wexford","Number","1190"
"Births within Marriage","2002","Waterford County","Number","632"
"Births within Marriage","2002","Waterford City","Number","451"
"Births within Marriage","2002","Clare","Number","1325"
"Births within Marriage","2002","Cork City","Number","864"
"Births within Marriage","2002","Cork County","Number","3994"
"Births within Marriage","2002","Kerry","Number","1274"
"Births within Marriage","2002","Limerick City","Number","385"
"Births within Marriage","2002","Limerick County","Number","1277"
"Births within Marriage","2002","North Tipperary","Number","649"
"Births within Marriage","2002","South Tipperary","Number","644"
"Births within Marriage","2002","Tipperary","Number",""
"Births within Marriage","2002","Galway City","Number","708"
"Births within Marriage","2002","Leitrim","Number","271"
"Births within Marriage","2002","Mayo","Number","1186"
"Births within Marriage","2002","Roscommon","Number","476"
"Births within Marriage","2002","Sligo","Number","570"
"Births within Marriage","2002","Galway County","Number","1703"
"Births within Marriage","2002","Cavan","Number","615"
"Births within Marriage","2002","Donegal","Number","1355"
"Births within Marriage","2002","Monaghan","Number","479"
"Births within Marriage","2002","Outside the State","Number",""
"Births within Marriage","2003","State","Number","42319"
"Births within Marriage","2003","Dublin City","Number","3806"
"Births within Marriage","2003","Fingal","Number","3036"
"Births within Marriage","2003","Dun Laoghaire Rathdown","Number","1846"
"Births within Marriage","2003","South Dublin","Number","2884"
"Births within Marriage","2003","Wicklow","Number","1269"
"Births within Marriage","2003","Carlow","Number","545"
"Births within Marriage","2003","Kildare","Number","2410"
"Births within Marriage","2003","Kilkenny","Number","823"
"Births within Marriage","2003","Laois","Number","725"
"Births within Marriage","2003","Longford","Number","380"
"Births within Marriage","2003","Louth","Number","1020"
"Births within Marriage","2003","Meath","Number","1941"
"Births within Marriage","2003","Offaly","Number","661"
"Births within Marriage","2003","Westmeath","Number","879"
"Births within Marriage","2003","Wexford","Number","1276"
"Births within Marriage","2003","Waterford County","Number","644"
"Births within Marriage","2003","Waterford City","Number","400"
"Births within Marriage","2003","Clare","Number","1212"
"Births within Marriage","2003","Cork City","Number","979"
"Births within Marriage","2003","Cork County","Number","3851"
"Births within Marriage","2003","Kerry","Number","1224"
"Births within Marriage","2003","Limerick City","Number","454"
"Births within Marriage","2003","Limerick County","Number","1264"
"Births within Marriage","2003","North Tipperary","Number","672"
"Births within Marriage","2003","South Tipperary","Number","658"
"Births within Marriage","2003","Tipperary","Number",""
"Births within Marriage","2003","Galway City","Number","702"
"Births within Marriage","2003","Leitrim","Number","268"
"Births within Marriage","2003","Mayo","Number","1202"
"Births within Marriage","2003","Roscommon","Number","485"
"Births within Marriage","2003","Sligo","Number","560"
"Births within Marriage","2003","Galway County","Number","1784"
"Births within Marriage","2003","Cavan","Number","584"
"Births within Marriage","2003","Donegal","Number","1381"
"Births within Marriage","2003","Monaghan","Number","494"
"Births within Marriage","2003","Outside the State","Number",""
"Births within Marriage","2004","State","Number","42174"
"Births within Marriage","2004","Dublin City","Number","3739"
"Births within Marriage","2004","Fingal","Number","3093"
"Births within Marriage","2004","Dun Laoghaire Rathdown","Number","1683"
"Births within Marriage","2004","South Dublin","Number","2794"
"Births within Marriage","2004","Wicklow","Number","1371"
"Births within Marriage","2004","Carlow","Number","494"
"Births within Marriage","2004","Kildare","Number","2439"
"Births within Marriage","2004","Kilkenny","Number","812"
"Births within Marriage","2004","Laois","Number","706"
"Births within Marriage","2004","Longford","Number","330"
"Births within Marriage","2004","Louth","Number","1012"
"Births within Marriage","2004","Meath","Number","1986"
"Births within Marriage","2004","Offaly","Number","693"
"Births within Marriage","2004","Westmeath","Number","859"
"Births within Marriage","2004","Wexford","Number","1239"
"Births within Marriage","2004","Waterford County","Number","620"
"Births within Marriage","2004","Waterford City","Number","427"
"Births within Marriage","2004","Clare","Number","1207"
"Births within Marriage","2004","Cork City","Number","827"
"Births within Marriage","2004","Cork County","Number","4070"
"Births within Marriage","2004","Kerry","Number","1259"
"Births within Marriage","2004","Limerick City","Number","367"
"Births within Marriage","2004","Limerick County","Number","1265"
"Births within Marriage","2004","North Tipperary","Number","701"
"Births within Marriage","2004","South Tipperary","Number","679"
"Births within Marriage","2004","Tipperary","Number",""
"Births within Marriage","2004","Galway City","Number","613"
"Births within Marriage","2004","Leitrim","Number","286"
"Births within Marriage","2004","Mayo","Number","1198"
"Births within Marriage","2004","Roscommon","Number","527"
"Births within Marriage","2004","Sligo","Number","551"
"Births within Marriage","2004","Galway County","Number","1868"
"Births within Marriage","2004","Cavan","Number","672"
"Births within Marriage","2004","Donegal","Number","1310"
"Births within Marriage","2004","Monaghan","Number","477"
"Births within Marriage","2004","Outside the State","Number",""
"Births within Marriage","2005","State","Number","41871"
"Births within Marriage","2005","Dublin City","Number","3546"
"Births within Marriage","2005","Fingal","Number","3070"
"Births within Marriage","2005","Dun Laoghaire Rathdown","Number","1771"
"Births within Marriage","2005","South Dublin","Number","2512"
"Births within Marriage","2005","Wicklow","Number","1281"
"Births within Marriage","2005","Carlow","Number","545"
"Births within Marriage","2005","Kildare","Number","2326"
"Births within Marriage","2005","Kilkenny","Number","810"
"Births within Marriage","2005","Laois","Number","670"
"Births within Marriage","2005","Longford","Number","337"
"Births within Marriage","2005","Louth","Number","1037"
"Births within Marriage","2005","Meath","Number","1992"
"Births within Marriage","2005","Offaly","Number","656"
"Births within Marriage","2005","Westmeath","Number","856"
"Births within Marriage","2005","Wexford","Number","1260"
"Births within Marriage","2005","Waterford County","Number","643"
"Births within Marriage","2005","Waterford City","Number","317"
"Births within Marriage","2005","Clare","Number","1229"
"Births within Marriage","2005","Cork City","Number","762"
"Births within Marriage","2005","Cork County","Number","4160"
"Births within Marriage","2005","Kerry","Number","1265"
"Births within Marriage","2005","Limerick City","Number","371"
"Births within Marriage","2005","Limerick County","Number","1263"
"Births within Marriage","2005","North Tipperary","Number","780"
"Births within Marriage","2005","South Tipperary","Number","690"
"Births within Marriage","2005","Tipperary","Number",""
"Births within Marriage","2005","Galway City","Number","521"
"Births within Marriage","2005","Leitrim","Number","282"
"Births within Marriage","2005","Mayo","Number","1285"
"Births within Marriage","2005","Roscommon","Number","582"
